,Session,Trial,Time-to-Target,Target,Success,Stim Paradigm,Path Efficiency,Shortest Distance,ToD,Average Speed,Total Distance,AD,Target Crosses
0,1.0,1,10.005916595458984,"[[453, 184], b'B']",0,Combined,0.12762793139985038,15.076322589438703,1.2770344368378637,11.836688834123418,118.12714054108987,0.24001671167156244,1
1,1.0,2,0.5,"[[453, 184], b'B']",1,Combined,1.462444100290996,9.912251060382408,0.731222050145498,26.107512267328428,6.777866626430423,0.9767274153483482,0
2,1.0,3,3.75096308995807,"[[453, 381], b'D']",1,Combined,0.2503217082493312,8.45894131401289,0.9389474882584938,10.206288729710321,33.79228023479059,0.15223009712126462,0
3,1.0,4,10.005776405334473,"[[256, 184], b'A']",0,Combined,0.16578405435812638,16.574197279276717,1.6587981794772286,10.022037756612999,99.97461663878222,0.08383317516158972,1
4,1.0,5,0.5695552712395078,"[[453, 184], b'B']",1,Combined,1.0508246012283438,5.580543440836343,0.598502690777757,12.039338346363731,5.310632653930123,0.51229983557015,0
5,1.0,6,10.00200343132019,"[[256, 381], b'C']",0,Combined,0.15461929360480964,14.59586340890094,1.54650270518361,9.46822920260006,94.39872003429535,0.11605915580914504,1
6,1.0,7,8.946650383964418,"[[453, 381], b'D']",1,Combined,0.13457455575613142,12.227697232753044,1.203991500927434,10.153367816521062,90.86188071771458,0.12215431197663579,0
7,1.0,8,10.015079259872437,"[[256, 381], b'C']",0,Combined,0.13882268973519934,14.142596655643358,1.3903202407667012,10.202237064640965,101.87525312050927,0.17762968170381205,0
8,1.0,9,10.00286078453064,"[[453, 381], b'D']",0,Combined,0.07499615787155842,6.306618384282779,0.7501761265638806,8.5123770968186,84.09255304896766,0.06710788806369694,0
9,1.0,10,0.5,"[[453, 184], b'B']",1,Combined,1.0438919331934486,1.720901677582729,0.5219459665967243,3.770055872796669,1.6485438989055015,0.28106863873377774,0
10,1.0,11,9.832652686134217,"[[453, 381], b'D']",1,Combined,0.11232419746949997,10.109289406825502,1.1044448219663492,9.154267569783542,90.00099386038823,0.0354363736370048,1
11,1.0,12,8.000567315116761,"[[453, 184], b'B']",1,Combined,0.1501189769992915,9.42121486485503,1.2010369807592964,7.85144905252103,62.758320454711686,0.07024000671357804,1
12,1.0,13,10.006389617919922,"[[256, 381], b'C']",0,Combined,0.14011498054747418,14.396425394220051,1.4020450866652974,10.522645555019237,102.74722472906609,0.04230420741945777,1
13,1.0,14,1.9862507562788707,"[[453, 381], b'D']",1,Combined,0.3870154738821519,6.306374644340956,0.7687097776900498,9.419130557345733,16.29489017863218,0.24576372013201656,0
14,1.0,15,10.005093574523926,"[[453, 184], b'B']",0,Combined,0.13547952945593905,11.518835278246017,1.3554853696391407,9.079002389553066,85.02269918196166,0.07921595201244629,1
15,1.0,16,10.003727912902832,"[[453, 381], b'D']",0,Combined,0.13551677376918728,15.614011433734603,1.355672932421357,9.267615154749732,115.21829364332751,0.10116576988224679,0
