,Session,Trial,Time-to-Target,Target,Success,Stim Paradigm,Path Efficiency,Shortest Distance,ToD,Average Speed,Total Distance,AD,Target Crosses
0,1.0,1,10.00652527809143,"[[256, 184], b'A']",0,Combined,0.17556122355638962,18.09299009865006,1.7567578213696735,10.530570182480547,103.05800866578409,0.013566849127366661,0
1,1.0,2,10.00988507270813,"[[453, 184], b'B']",0,Combined,0.08132280506242014,9.247750417250714,0.8140319324650724,9.19854985133632,113.71656954223982,0.2018566791201279,0
2,1.0,3,10.010650873184204,"[[256, 184], b'A']",0,Combined,0.25293900175109346,21.159989909294676,2.5320840387419246,8.386652970773943,83.65649331579684,0.13989137716639233,0
3,1.0,4,4.637031434074281,"[[453, 381], b'D']",1,Combined,0.15712337216983904,5.6652880523149705,0.7285860157792957,8.59196817390804,36.05630387178301,0.14227062651825603,0
4,1.0,5,10.000746965408325,"[[256, 184], b'A']",0,Combined,0.17703702394142065,16.87132567759309,1.7705024799470837,9.629617326225622,95.29829016542665,0.11363853129333513,0
5,1.0,6,10.013176679611206,"[[256, 184], b'A']",0,Combined,0.15796291893354755,16.17071612855395,1.5817106161087138,10.324003826285594,102.3703299339303,0.05268264012696234,0
6,1.0,7,1.6350663881453258,"[[256, 381], b'C']",1,Combined,0.7309980141120087,12.761545472136824,1.1952302826755279,10.66967388213819,17.457701971515082,0.6085258993346188,0
7,1.0,8,8.332192299857972,"[[453, 184], b'B']",1,Combined,0.11222819973605849,8.189381650799849,0.9351069416677091,8.760932044122988,72.97080118953944,0.22789770723466934,0
8,1.0,9,10.001832485198975,"[[453, 381], b'D']",0,Combined,0.11171748444047047,8.249339590813184,1.1173795650414085,7.655383846514061,73.8410789692361,0.10409020978347674,0
9,1.0,10,10.006059169769287,"[[256, 184], b'A']",0,Combined,0.20015700777403914,18.661644288687874,2.002782863031007,9.347907641300289,93.2350283221427,0.01638028521222509,0
10,1.0,11,10.007720470428467,"[[256, 381], b'C']",0,Combined,0.21768343051322106,16.732435807359394,2.1785149236202552,7.713467756334953,76.86591380846116,0.06827518518988275,0
11,1.0,12,10.01237154006958,"[[453, 184], b'B']",0,Combined,0.1193494772316303,8.471943144993196,1.1949713091561576,7.334593189753864,70.98433392004786,0.05829674819664312,0
12,1.0,13,10.011857032775879,"[[453, 184], b'B']",0,Combined,0.08598975675042436,7.38122351268298,0.8609171508684232,8.606865689978722,85.83840438235165,0.06945535013816988,1
13,1.0,14,10.014408111572266,"[[256, 381], b'C']",0,Combined,0.14939143046318706,14.011210930545317,1.4960667530299245,9.718918015803611,93.78858537670908,0.021796906249498676,0
14,1.0,15,5.593081311574058,"[[453, 381], b'D']",1,Combined,0.12939231129877427,7.646432476171765,0.7237017181865472,6.84763455219494,59.09495239261717,0.0677944026285566,1
15,1.0,16,10.015904903411865,"[[453, 184], b'B']",0,Combined,0.0835904242899487,7.350942400178758,0.8372337405239755,8.837456099103035,87.94000583943286,0.12981475434881365,0
16,1.0,17,10.009345769882202,"[[256, 184], b'A']",0,Combined,0.19137336090371881,17.004937092371705,1.915522140429778,8.915754953347689,88.85738857315151,0.09399290366938548,0
17,1.0,18,10.005403280258179,"[[256, 381], b'C']",0,Combined,0.1422184084667208,14.69161250968043,1.4229525305860258,10.398751336047972,103.30317058159372,0.10670627446587938,0
18,1.0,19,10.007263898849487,"[[453, 381], b'D']",0,Combined,0.05248566627398685,5.9726072211789125,0.5252379133107307,8.032294747981132,113.79501576679192,0.16297267531570944,0
19,1.0,20,4.949498293891786,"[[453, 184], b'B']",1,Combined,0.31732921250745194,14.51986627301069,1.5706203959076572,9.247155562967057,45.75647529667542,0.2488415934208411,0
20,1.0,21,10.011243104934692,"[[256, 381], b'C']",0,Combined,0.17008081821570817,16.878657725824457,1.7027204186436593,10.288820573425642,99.23904354938948,0.06399182041014304,0
21,1.0,22,10.015875339508057,"[[256, 381], b'C']",0,Combined,0.18885136670869213,17.189649355809923,1.8915117466499822,9.114617462562821,91.02210725498948,0.024124989753809053,0
22,1.0,23,10.00838828086853,"[[453, 184], b'B']",0,Combined,0.10085179360836685,8.321039125226646,1.0093639092545506,8.518558354071327,82.50759681616923,0.07753713273846688,0
23,1.0,24,2.8231758465842596,"[[256, 381], b'C']",1,Combined,0.5546549988650981,15.855215163554556,1.5658885959831648,10.177768479080319,28.585724812715206,0.36745833730914185,1
24,1.0,25,10.000176191329956,"[[256, 184], b'A']",0,Combined,2.698673131562365,16.141587293614595,26.987206798431817,0.7825407654064143,5.981305073530566,0.678072061771543,0
25,1.0,26,0.7119432555304633,"[[453, 381], b'D']",1,Combined,0.7223367030640881,6.290443730979557,0.5142627439685885,12.672715328483482,8.708464770371009,0.7780250445274869,0
26,1.0,27,10.015903949737549,"[[256, 184], b'A']",0,Combined,0.16937505091833485,16.625130509254888,1.6964442414799485,9.886357684949807,98.15572257611181,0.13262587031724538,0
27,1.0,28,10.006835699081421,"[[453, 381], b'D']",0,Combined,0.10713946354395318,7.912319694874553,1.0721270085720631,7.73419227887443,73.85065626755338,0.02389309955041058,0
28,1.0,29,10.013221263885498,"[[256, 184], b'A']",0,Combined,0.18767738139959678,20.087660043655323,1.8792551461807911,10.71940862203926,107.03293009446519,0.07826930716178615,0
29,1.0,30,10.001369714736938,"[[453, 381], b'D']",0,Combined,0.0778381697117567,6.660170711009198,0.7784883132057174,8.585658784435598,85.56432834523915,0.12366020460173605,0
